driver,raceId,avgLapTime,points
Nick Heidfeld,103,139.481225,3.0
Nick Heidfeld,104,87.81523076923077,3.0
Nick Heidfeld,105,97.8226909090909,3.0
Nick Heidfeld,106,98.26109615384615,3.0
Nick Heidfeld,107,82.95633333333333,3.0
Nick Heidfeld,109,101.35079999999999,1.0
Nick Heidfeld,110,140.19650000000001,1.0
Nick Heidfeld,111,87.11008196721312,1.0
Nick Heidfeld,112,89.69558730158731,1.0
Nick Heidfeld,113,77.07278260869565,1.0
Nick Heidfeld,114,81.08343421052632,1.0
Nick Heidfeld,115,80.62440425531915,1.0
Nick Heidfeld,116,97.13701694915254,2.0
Nick Heidfeld,117,80.64360294117648,2.0
Nick Heidfeld,118,91.85594827586208,2.0
Nick Heidfeld,119,82.31195384615384,2.0
Nick Heidfeld,120,86.54230434782609,2.0
Nick Heidfeld,121,86.37111538461538,2.0
Nick Heidfeld,122,77.7041095890411,6.0
Nick Heidfeld,123,97.58305660377358,6.0
Nick Heidfeld,125,102.79287272727274,2.0
Nick Heidfeld,126,80.14613114754098,2.0
Nick Heidfeld,127,88.58340983606557,2.0
Nick Heidfeld,128,84.56426153846154,5.0
Nick Heidfeld,129,77.18766666666667,5.0
Nick Heidfeld,130,83.5541052631579,5.0
Nick Heidfeld,131,81.96447826086957,5.0
Nick Heidfeld,132,96.9354406779661,5.0
Nick Heidfeld,133,93.62377966101695,6.0
Nick Heidfeld,134,78.69084507042254,6.0
Nick Heidfeld,135,80.40992424242425,7.0
Nick Heidfeld,136,80.50210526315789,7.0
Nick Heidfeld,137,113.57744186046511,7.0
Nick Heidfeld,138,87.9627924528302,7.0
Nick Heidfeld,139,76.3986388888889,7.0
Nick Heidfeld,140,100.4389423076923,7.0
Nick Heidfeld,141,103.0691724137931,3.0
Nick Heidfeld,142,109.61666666666667,3.0
Nick Heidfeld,143,85.01795714285714,7.0
Nick Heidfeld,144,89.5131475409836,7.0
Nick Heidfeld,145,85.00303076923078,8.0
Nick Heidfeld,146,76.78878260869566,8.0
Nick Heidfeld,148,91.894,8.0
Nick Heidfeld,149,83.16005555555556,8.0
Nick Heidfeld,150,79.28540845070422,9.0
Nick Heidfeld,151,87.23016949152542,10.0
Nick Heidfeld,153,80.67532894736841,11.0
Nick Heidfeld,155,89.52146153846154,11.0
Nick Heidfeld,156,77.20323287671233,12.0
Nick Heidfeld,157,101.23661538461539,12.0
Nick Heidfeld,158,100.89464285714287,0.0
Nick Heidfeld,159,81.96866666666666,0.0
Nick Heidfeld,160,93.55145454545455,0.0
Nick Heidfeld,161,91.26429411764707,0.0
Nick Heidfeld,162,91.21183870967742,0.0
Nick Heidfeld,164,86.23011688311688,0.0
Nick Heidfeld,165,83.71755882352942,0.0
Nick Heidfeld,166,83.96364788732394,0.0
Nick Heidfeld,167,77.37860975609756,0.0
Nick Heidfeld,168,114.85640000000001,0.0
Nick Heidfeld,169,85.44054545454546,0.0
Nick Heidfeld,170,135.96675,0.0
Nick Heidfeld,171,130.32966666666667,0.0
Nick Heidfeld,172,80.51826388888888,0.0
Nick Heidfeld,173,108.29887804878048,0.0
Nick Heidfeld,351,120.93438888888889,0.0
Nick Heidfeld,352,103.71643396226416,4.0
Nick Heidfeld,353,185.1075818181818,6.0
Nick Heidfeld,354,80.58547142857144,6.0
Nick Heidfeld,355,109.60705454545455,6.0
Nick Heidfeld,841,95.5070350877193,0.0
Nick Heidfeld,842,105.087625,15.0
Nick Heidfeld,843,105.19580357142857,15.0
Nick Heidfeld,844,94.45543103448276,21.0
Nick Heidfeld,845,91.89253846153846,25.0
Nick Heidfeld,846,101.28180519480519,29.0
Nick Heidfeld,847,243.03161818181817,29.0
Nick Heidfeld,848,107.00494642857143,30.0
Nick Heidfeld,849,103.78342307692309,34.0
Nick Heidfeld,850,102.28744444444445,34.0
Nick Heidfeld,851,101.94978260869564,34.0
Nico Rosberg,1,97.6121724137931,3.0
Nico Rosberg,2,109.74832258064515,3.5
Nico Rosberg,3,129.29216363636365,3.5
Nico Rosberg,4,97.65578947368421,3.5
Nico Rosberg,5,89.46080303030304,4.5
Nico Rosberg,6,77.92138461538462,7.5
Nico Rosberg,7,89.93770689655172,11.5
Nico Rosberg,8,83.58738333333334,15.5
Nico Rosberg,9,97.07348333333333,20.5
Nico Rosberg,10,84.72632857142857,25.5
Nico Rosberg,11,101.26594736842105,29.5
Nico Rosberg,12,115.16370454545455,30.5
Nico Rosberg,13,90.72880392156863,30.5
Nico Rosberg,14,115.18219672131147,30.5
Nico Rosberg,15,100.1742641509434,34.5
Nico Rosberg,16,83.982,34.5
Nico Rosberg,17,103.44281818181817,34.5
Nico Rosberg,18,98.25481034482758,6.0
Nico Rosberg,19,100.38594545454545,6.0
Nico Rosberg,20,96.89226315789475,7.0
Nico Rosberg,21,93.37429268292684,7.0
Nico Rosberg,22,91.04925862068966,8.0
Nico Rosberg,23,96.75077966101695,8.0
Nico Rosberg,24,83.45994285714285,8.0
Nico Rosberg,25,80.1393768115942,8.0
Nico Rosberg,26,101.1693220338983,8.0
Nico Rosberg,27,82.36614925373135,8.0
Nico Rosberg,28,85.67056521739131,8.0
Nico Rosberg,29,101.82098245614036,9.0
Nico Rosberg,30,115.5126046511628,9.0
Nico Rosberg,31,99.5496037735849,9.0
Nico Rosberg,32,115.39772131147542,17.0
Nico Rosberg,33,81.85056716417911,17.0
Nico Rosberg,34,100.3554909090909,17.0
Nico Rosberg,35,81.30484285714286,17.0
Nico Rosberg,36,90.0392456140351,2.0
Nico Rosberg,37,100.181,2.0
Nico Rosberg,38,99.95492982456139,2.0
Nico Rosberg,39,85.47335384615384,5.0
Nico Rosberg,40,79.12827272727273,5.0
Nico Rosberg,41,89.6468,5.0
Nico Rosberg,42,75.87450000000001,5.0
Nico Rosberg,43,78.89578571428571,5.0
Nico Rosberg,44,85.34086206896552,5.0
Nico Rosberg,45,152.458,5.0
Nico Rosberg,46,83.03042857142857,7.0
Nico Rosberg,47,90.65412068965517,9.0
Nico Rosberg,48,90.25690566037736,12.0
Nico Rosberg,49,111.72595454545454,15.0
Nico Rosberg,50,115.25520408163266,15.0
Nico Rosberg,51,109.3466851851852,15.0
Nico Rosberg,52,75.46645070422535,20.0
Nico Rosberg,53,95.60084210526315,2.0
Nico Rosberg,54,99.39283333333333,2.0
Nico Rosberg,56,89.45420967741936,2.0
Nico Rosberg,57,97.22216666666667,4.0
Nico Rosberg,58,80.3959846153846,4.0
Nico Rosberg,59,82.6731568627451,4.0
Nico Rosberg,60,87.18225000000001,4.0
Nico Rosberg,61,86.579,4.0
Nico Rosberg,62,79.29370833333333,4.0
Nico Rosberg,63,81.29804411764705,4.0
Nico Rosberg,65,102.97505263157895,4.0
Nico Rosberg,66,95.58816,4.0
Nico Rosberg,67,95.132,4.0
Nico Rosberg,68,107.15434545454545,4.0
Nico Rosberg,69,96.94828846153845,4.0
Nico Rosberg,337,122.46140816326532,10.0
Nico Rosberg,338,97.12437931034482,20.0
Nico Rosberg,339,100.7485,35.0
Nico Rosberg,340,114.49369642857143,50.0
Nico Rosberg,341,89.24738461538462,50.0
Nico Rosberg,342,84.8718717948718,56.0
Nico Rosberg,343,92.41182758620688,66.0
Nico Rosberg,344,81.27914285714286,74.0
Nico Rosberg,345,106.56057894736843,75.0
Nico Rosberg,346,98.0674423076923,90.0
Nico Rosberg,347,79.81122727272728,94.0
Nico Rosberg,348,89.69893333333333,94.0
Nico Rosberg,349,121.74152272727274,102.0
Nico Rosberg,350,87.06630188679246,112.0
Nico Rosberg,351,116.77004918032787,122.0
Nico Rosberg,352,104.527,122.0
Nico Rosberg,353,315.3016666666667,122.0
Nico Rosberg,354,79.25525352112676,130.0
Nico Rosberg,355,109.22879999999999,142.0
Nico Rosberg,841,96.4489090909091,0.0
Nico Rosberg,842,106.65036363636365,0.0
Nico Rosberg,843,104.13703571428572,10.0
Nico Rosberg,844,94.22581034482758,20.0
Nico Rosberg,845,91.88569230769231,26.0
Nico Rosberg,846,102.55342105263158,26.0
Nico Rosberg,847,210.42844285714287,26.0
Nico Rosberg,848,106.56594736842105,32.0
Nico Rosberg,849,103.49732692307693,40.0
Nico Rosberg,850,99.25513559322033,46.0
Nico Rosberg,851,93.54689855072463,48.0
Nico Rosberg,852,119.39925,56.0
Nico Rosberg,854,119.12638333333332,62.0
Nico Rosberg,855,103.73111320754717,63.0
Nico Rosberg,856,107.92812727272728,67.0
Nico Rosberg,857,91.69755,75.0
Nico Rosberg,858,106.9855090909091,83.0
Nico Rosberg,859,79.32908571428571,89.0
Nico Rosberg,860,98.40012068965518,0.0
Nico Rosberg,861,178.04294642857144,0.0
Nico Rosberg,862,103.33801785714286,25.0
Nico Rosberg,863,101.16578947368421,35.0
Nico Rosberg,864,91.31915151515152,41.0
Nico Rosberg,865,81.63076923076923,59.0
Nico Rosberg,866,79.47754285714285,67.0
Nico Rosberg,867,110.13728070175438,75.0
Nico Rosberg,868,99.39773076923076,75.0
Nico Rosberg,869,82.30971641791045,76.0
Nico Rosberg,870,88.64836231884058,77.0
Nico Rosberg,871,123.03729545454544,77.0
Nico Rosberg,872,90.8447358490566,83.0
Nico Rosberg,873,123.06657627118643,93.0
Nico Rosberg,875,118.108,93.0
Nico Rosberg,876,92.54063333333333,93.0
Nico Rosberg,877,115.42271428571428,93.0
Nico Rosberg,878,104.29962499999999,93.0
Nico Rosberg,879,90.91931428571428,93.0
Nico Rosberg,880,95.15380769230768,0.0
Nico Rosberg,881,106.237875,12.0
Nico Rosberg,882,109.13847619047618,12.0
Nico Rosberg,883,101.78287719298245,14.0
Nico Rosberg,884,91.28206060606061,22.0
Nico Rosberg,885,106.052,47.0
Nico Rosberg,886,79.98382857142857,57.0
Nico Rosberg,887,107.29723076923077,82.0
Nico Rosberg,888,102.02553333333334,84.0
Nico Rosberg,890,88.82890625,84.0
Nico Rosberg,891,114.81972727272728,96.0
Nico Rosberg,892,89.13869811320754,104.0
Nico Rosberg,893,118.1030655737705,116.0
Nico Rosberg,894,113.09816363636364,122.0
Nico Rosberg,895,99.64762264150943,126.0
Nico Rosberg,896,91.70016666666668,144.0
Nico Rosberg,897,107.63192727272728,159.0
Nico Rosberg,898,107.43373214285714,161.0
Nico Rosberg,899,78.80771830985915,171.0
Nico Rosberg,900,97.87210526315789,25.0
Nico Rosberg,901,107.91583928571428,43.0
Nico Rosberg,902,104.97943859649124,61.0
Nico Rosberg,903,104.13385714285714,79.0
Nico Rosberg,904,91.90592424242425,97.0
Nico Rosberg,905,84.20078205128205,122.0
Nico Rosberg,906,85.10094285714285,140.0
Nico Rosberg,907,74.2954366197183,165.0
Nico Rosberg,908,229.45671428571427,165.0
Nico Rosberg,909,83.9240895522388,190.0
Nico Rosberg,910,97.02027142857143,202.0
Nico Rosberg,911,115.4531590909091,220.0
Nico Rosberg,912,89.687,238.0
Nico Rosberg,913,120.32215384615385,238.0
Nico Rosberg,914,152.55002272727273,256.0
Nico Rosberg,915,104.23398113207547,274.0
Nico Rosberg,916,107.30533928571428,292.0
Nico Rosberg,917,76.09232394366198,317.0
Nico Rosberg,918,110.26562962962963,317.0
Nico Rosberg,926,95.09356896551724,18.0
Nico Rosberg,927,108.53755357142857,33.0
Nico Rosberg,928,106.83432142857143,51.0
Nico Rosberg,929,100.2077543859649,66.0
Nico Rosberg,930,92.0084090909091,91.0
Nico Rosberg,931,84.0823076923077,116.0
Nico Rosberg,932,78.79185714285715,134.0
Nico Rosberg,933,76.29478873239437,159.0
Nico Rosberg,934,105.74394230769232,177.0
Nico Rosberg,936,93.17189855072463,181.0
Nico Rosberg,937,116.8010465116279,199.0
Nico Rosberg,938,88.87263999999999,199.0
Nico Rosberg,939,119.78422950819672,211.0
Nico Rosberg,940,100.10324528301886,229.0
Nico Rosberg,941,127.62328571428573,229.0
Nico Rosberg,942,118.84916071428572,247.0
Nico Rosberg,943,86.69067605633803,272.0
Nico Rosberg,944,77.02943661971831,297.0
Nico Rosberg,945,107.45772727272728,322.0
Nico Rosberg,948,113.95728070175439,25.0
Nico Rosberg,949,98.50343859649122,50.0
Nico Rosberg,950,105.96233928571428,75.0
Nico Rosberg,951,104.94333962264152,100.0
Nico Rosberg,953,93.10798717948718,106.0
Nico Rosberg,954,78.9627,116.0
Nico Rosberg,955,109.26207843137254,141.0
Nico Rosberg,956,74.2931971830986,153.0
Nico Rosberg,957,109.66811538461539,168.0
Nico Rosberg,958,86.17274285714285,186.0
Nico Rosberg,959,81.49320895522388,198.0
Nico Rosberg,960,142.9785909090909,223.0
Nico Rosberg,961,87.69979245283018,248.0
Nico Rosberg,962,113.91721311475409,273.0
Nico Rosberg,963,104.43378571428572,288.0
Nico Rosberg,964,98.17609433962264,313.0
Nico Rosberg,965,105.30603571428571,331.0
Nico Rosberg,966,85.06698591549296,349.0
Nico Rosberg,967,153.13788732394366,367.0
Nico Rosberg,968,106.99003636363636,385.0
Fernando Alonso,1,97.59763793103448,4.0
Fernando Alonso,2,110.96916129032257,4.0
Fernando Alonso,3,127.63917857142857,4.0
Fernando Alonso,4,97.56064912280702,5.0
Fernando Alonso,5,89.12678787878788,9.0
Fernando Alonso,6,77.97591025641026,11.0
Fernando Alonso,7,90.47013793103449,11.0
Fernando Alonso,8,84.44449152542373,11.0
Fernando Alonso,9,97.13663333333334,13.0
Fernando Alonso,10,91.83406666666666,13.0
Fernando Alonso,11,101.38654385964912,16.0
Fernando Alonso,12,120.60611538461538,16.0
Fernando Alonso,13,87.56392452830188,20.0
Fernando Alonso,14,114.47477049180328,26.0
Fernando Alonso,15,100.2548679245283,26.0
Fernando Alonso,17,103.87456363636363,26.0
Fernando Alonso,18,98.41029310344827,5.0
Fernando Alonso,19,99.08207142857142,6.0
