avgLapTime,points
70.0,24.008385358274232
71.30653266331659,24.21102585665314
72.61306532663316,24.413616416864876
73.91959798994975,24.616157038909446
75.22613065326634,24.818647722786842
76.53266331658291,25.021088468497062
77.8391959798995,25.223479276040116
79.14572864321607,25.425820145415997
80.45226130653266,25.628111076624705
81.75879396984925,25.830352069666247
83.06532663316582,26.032543124540616
84.37185929648241,26.234684241247813
85.678391959799,26.43677541978784
86.98492462311557,26.638816660160693
88.29145728643216,26.840807962366377
89.59798994974875,27.042749326404888
90.90452261306532,27.244640752276226
92.21105527638191,27.446482239980398
93.5175879396985,27.648273789517397
94.82412060301507,27.850015400887223
96.13065326633166,28.051707074089876
97.43718592964825,28.253348809125363
98.74371859296483,28.454940605993677
100.05025125628141,28.656482464694818
101.356783919598,28.85797438522879
102.66331658291458,29.05941636759559
103.96984924623115,29.260808411795217
105.27638190954775,29.46215051782768
106.58291457286433,29.663442685692964
107.8894472361809,29.864684915391074
109.19597989949749,30.065877206922018
110.50251256281408,30.267019560285796
111.80904522613065,30.468111975482394
113.11557788944724,30.66915445251182
114.42211055276383,30.870146991374085
115.7286432160804,31.07108959206917
117.03517587939699,31.271982254597084
118.34170854271358,31.47282497895783
119.64824120603015,31.673617765151405
120.95477386934674,31.874360613177807
122.26130653266333,32.07505352303704
123.5678391959799,32.2756964947291
124.87437185929649,32.476289528253986
126.18090452261308,32.6768326236117
127.48743718592965,32.87732578080225
128.79396984924625,33.07776899982563
130.10050251256283,33.27816228068183
131.4070351758794,33.478505623370864
132.713567839196,33.67879902789273
134.02010050251255,33.87904249424741
135.32663316582915,34.079236022434934
136.63316582914575,34.27937961245529
137.9396984924623,34.47947326430845
139.2462311557789,34.67951697799446
140.5527638190955,34.8795107535133
141.85929648241205,35.079454590864955
143.16582914572865,35.27934849004945
144.47236180904525,35.47919245106677
145.7788944723618,35.678986473916915
147.0854271356784,35.8787305585999
148.39195979899498,36.07842470511571
149.69849246231155,36.27806891346434
151.00502512562815,36.4776631836458
152.31155778894473,36.6772075156601
153.6180904522613,36.87670190950722
154.9246231155779,37.07614636518717
156.23115577889448,37.27554088269995
157.53768844221105,37.474885462045556
158.84422110552765,37.674180103223996
160.15075376884423,37.87342480623526
161.4572864321608,38.07261957107935
162.7638190954774,38.27176439775628
164.07035175879398,38.470859286266034
165.37688442211055,38.66990423660861
166.68341708542715,38.86889924878402
167.98994974874373,39.06784432279226
169.2964824120603,39.266739458633324
170.6030150753769,39.46558465630723
171.90954773869348,39.664379915813946
173.21608040201005,39.8631252371535
174.52261306532665,40.06182062032588
175.82914572864323,40.260466065331094
177.1356783919598,40.459061572169134
178.4422110552764,40.65760714084001
179.74874371859298,40.8561027713437
181.05527638190955,41.05454846368023
182.36180904522615,41.25294421784958
183.66834170854273,41.45129003385176
184.9748743718593,41.64958591168678
186.2814070351759,41.84783185135462
187.58793969849248,42.04602785285529
188.89447236180905,42.244173916188785
190.20100502512565,42.442270041355115
191.50753768844223,42.64031622835427
192.8140703517588,42.83831247718625
194.1206030150754,43.03625878785107
195.42713567839198,43.23415516034871
196.73366834170855,43.432001594679186
198.04020100502512,43.62979809084248
199.34673366834173,43.82754464883861
200.6532663316583,44.02524126866757
201.95979899497488,44.22288795032936
203.26633165829148,44.42048469382397
204.57286432160805,44.618031499151414
205.87939698492463,44.81552836631169
207.18592964824123,45.01297529530479
208.4924623115578,45.21037228613073
209.79899497487438,45.40771933878948
211.10552763819098,45.605016453281074
212.41206030150755,45.80226362960549
213.71859296482413,45.999460867762735
215.02512562814073,46.19660816775281
216.3316582914573,46.39370552957571
217.63819095477388,46.590752953231444
218.94472361809048,46.78775043872
220.25125628140705,46.98469798604139
221.55778894472363,47.18159559519561
222.8643216080402,47.37844326618266
224.1708542713568,47.57524099900253
225.47738693467338,47.77198879365523
226.78391959798995,47.96868665014077
228.09045226130655,48.16533456845913
229.39698492462313,48.361932548610326
230.7035175879397,48.558480590594336
232.0100502512563,48.75497869441119
233.31658291457288,48.95142686006087
234.62311557788945,49.147825087543374
235.92964824120605,49.344173376858706
237.23618090452263,49.54047172800687
238.5427135678392,49.73672014098786
239.8492462311558,49.93291861580169
241.15577889447238,50.12906715244833
242.46231155778895,50.32516575092781
243.76884422110555,50.52121441124012
245.07537688442213,50.71721313338526
246.3819095477387,50.91316191736322
247.6884422110553,51.109060763174014
248.99497487437188,51.304909670817636
250.30150753768845,51.500708640294086
251.60804020100505,51.69645767160337
252.91457286432163,51.89215676474547
254.2211055276382,52.08780591972041
255.52763819095478,52.28340513652818
256.8341708542714,52.47895441516878
258.14070351758795,52.6744537556422
259.4472361809045,52.86990315794844
260.7537688442211,53.06530262208753
262.0603015075377,53.26065214805944
263.3668341708543,53.45595173586418
264.6733668341709,53.65120138550175
265.97989949748745,53.846401096972144
267.286432160804,54.041550870275366
268.5929648241206,54.23665070541142
269.8994974874372,54.4317006023803
271.2060301507538,54.62670056118202
272.5125628140704,54.82165058181657
273.81909547738695,55.016550664283926
275.1256281407035,55.211400808584116
276.4321608040201,55.40620101471715
277.7386934673367,55.60095128268301
279.0452261306533,55.79565161248169
280.3517587939699,55.99030200411321
281.65829145728645,56.18490245757755
282.964824120603,56.37945297287472
284.2713567839196,56.57395355000471
285.5778894472362,56.768404188967544
286.8844221105528,56.962804889763206
288.19095477386935,57.15715565239169
289.49748743718595,57.351456476852995
290.8040201005025,57.54570736314714
292.1105527638191,57.739908311274114
293.4170854271357,57.93405932123392
294.7236180904523,58.12816039302655
296.03015075376885,58.322211526652
297.33668341708545,58.51621272211029
298.643216080402,58.7101639794014
299.9497487437186,58.90406529852535
301.2562814070352,59.097916679482125
302.5628140703518,59.29171812227173
303.86934673366835,59.48546962689416
305.17587939698495,59.679171193349426
306.4824120603015,59.8728228216375
307.7889447236181,60.06642451175842
309.0954773869347,60.25997626371217
310.4020100502513,60.45347807749875
311.70854271356785,60.646929953118146
313.01507537688445,60.84033189057038
314.321608040201,61.03368388985544
